Datetime,Open,High,Low,Close,Adj Close,Volume
2024-12-11 09:54:00-05:00,6075.02978515625,6075.22998046875,6074.02978515625,6075.0,6075.0,7200711
2024-12-11 09:55:00-05:00,6075.02001953125,6075.81982421875,6074.25,6074.72021484375,6074.72021484375,7440397
2024-12-11 09:56:00-05:00,6074.52001953125,6074.7900390625,6073.27001953125,6073.35986328125,6073.35986328125,8076641
2024-12-11 09:57:00-05:00,6073.47998046875,6074.72021484375,6073.47998046875,6074.68017578125,6074.68017578125,7710574
2024-12-11 09:58:00-05:00,6074.72021484375,6076.2099609375,6074.41015625,6074.9599609375,6074.9599609375,7730020
2024-12-11 09:59:00-05:00,6075.0,6077.0400390625,6074.93017578125,6076.81982421875,6076.81982421875,7855055
2024-12-11 10:00:00-05:00,6076.8701171875,6076.8701171875,6073.10009765625,6074.14990234375,6074.14990234375,8301801
2024-12-11 10:01:00-05:00,6074.3701171875,6074.3701171875,6072.669921875,6072.830078125,6072.830078125,8577677
2024-12-11 10:02:00-05:00,6072.7900390625,6073.759765625,6071.64013671875,6073.1201171875,6073.1201171875,8546273
2024-12-11 10:03:00-05:00,6072.89990234375,6072.89990234375,6071.6298828125,6071.919921875,6071.919921875,6814698
2024-12-11 10:04:00-05:00,6071.830078125,6074.08984375,6071.41015625,6073.97998046875,6073.97998046875,7901272
2024-12-11 10:05:00-05:00,6074.02978515625,6076.25,6074.02978515625,6076.02978515625,6076.02978515625,6911924
2024-12-11 10:06:00-05:00,6075.990234375,6076.22021484375,6074.580078125,6075.83984375,6075.83984375,6794575
2024-12-11 10:07:00-05:00,6075.77978515625,6077.0,6075.419921875,6076.490234375,6076.490234375,7629598
2024-12-11 10:08:00-05:00,6076.41015625,6076.6201171875,6075.72021484375,6075.89013671875,6075.89013671875,7405104
2024-12-11 10:09:00-05:00,6075.85009765625,6077.740234375,6075.3701171875,6077.6201171875,6077.6201171875,6621461
2024-12-11 10:10:00-05:00,6077.7001953125,6079.02001953125,6077.31005859375,6078.89013671875,6078.89013671875,6251959
2024-12-11 10:11:00-05:00,6079.0400390625,6079.7099609375,6078.0,6078.56005859375,6078.56005859375,6858553
2024-12-11 10:12:00-05:00,6078.47998046875,6079.89013671875,6077.97021484375,6079.10986328125,6079.10986328125,6060275
2024-12-11 10:13:00-05:00,6079.08984375,6079.93017578125,6078.72021484375,6079.56005859375,6079.56005859375,6348694
2024-12-11 10:14:00-05:00,6079.56982421875,6081.72998046875,6079.56982421875,6081.41015625,6081.41015625,5722257
2024-12-11 10:15:00-05:00,6081.419921875,6081.419921875,6079.830078125,6079.830078125,6079.830078125,5947260
2024-12-11 10:16:00-05:00,6079.47998046875,6080.0,6076.7998046875,6076.83984375,6076.83984375,6293846
2024-12-11 10:17:00-05:00,6076.97998046875,6078.27978515625,6076.41015625,6078.169921875,6078.169921875,5501360
2024-12-11 10:18:00-05:00,6078.14013671875,6078.35986328125,6075.81982421875,6076.0498046875,6076.0498046875,6408586
2024-12-11 10:19:00-05:00,6075.97998046875,6076.919921875,6075.97021484375,6076.47021484375,6076.47021484375,5902073
2024-12-11 10:20:00-05:00,6076.27978515625,6077.22021484375,6075.7900390625,6076.580078125,6076.580078125,6078617
2024-12-11 10:21:00-05:00,6076.5400390625,6076.56982421875,6073.68994140625,6074.4501953125,6074.4501953125,6824573
2024-12-11 10:22:00-05:00,6074.56005859375,6075.3798828125,6073.759765625,6074.43994140625,6074.43994140625,6079683
2024-12-11 10:23:00-05:00,6074.89990234375,6075.4501953125,6073.93994140625,6074.68017578125,6074.68017578125,5356266
2024-12-11 10:24:00-05:00,6074.7099609375,6075.6201171875,6074.7099609375,6075.58984375,6075.58984375,6208673
2024-12-11 10:25:00-05:00,6075.3701171875,6075.64013671875,6074.35986328125,6075.509765625,6075.509765625,5783206
2024-12-11 10:26:00-05:00,6075.5,6075.580078125,6074.77001953125,6075.3798828125,6075.3798828125,5215310
2024-12-11 10:27:00-05:00,6075.39013671875,6075.89013671875,6075.009765625,6075.52978515625,6075.52978515625,5597424
2024-12-11 10:28:00-05:00,6075.47998046875,6075.509765625,6073.2998046875,6073.64013671875,6073.64013671875,6141022
2024-12-11 10:29:00-05:00,6073.72021484375,6073.72021484375,6072.419921875,6073.68017578125,6073.68017578125,6014702
2024-12-11 10:30:00-05:00,6073.66015625,6075.39990234375,6073.64013671875,6074.06005859375,6074.06005859375,7320916
2024-12-11 10:31:00-05:00,6074.10986328125,6075.41015625,6073.22998046875,6075.3701171875,6075.3701171875,7089319
2024-12-11 10:32:00-05:00,6075.5,6075.5,6073.97998046875,6073.990234375,6073.990234375,5217035
2024-12-11 10:33:00-05:00,6074.2900390625,6076.2099609375,6074.0,6075.7998046875,6075.7998046875,6295361
2024-12-11 10:34:00-05:00,6075.77001953125,6076.47021484375,6075.18017578125,6076.169921875,6076.169921875,6558780
2024-12-11 10:35:00-05:00,6076.27978515625,6076.68994140625,6075.6201171875,6076.490234375,6076.490234375,6147858
2024-12-11 10:36:00-05:00,6076.52001953125,6076.52001953125,6075.5400390625,6076.02978515625,6076.02978515625,5698443
2024-12-11 10:37:00-05:00,6076.0,6077.16015625,6075.33984375,6077.02978515625,6077.02978515625,5372278
2024-12-11 10:38:00-05:00,6076.830078125,6076.97021484375,6075.740234375,6076.9599609375,6076.9599609375,4813404
2024-12-11 10:39:00-05:00,6076.89990234375,6077.56005859375,6076.47021484375,6077.1201171875,6077.1201171875,6619646
2024-12-11 10:40:00-05:00,6077.2001953125,6078.02978515625,6076.9501953125,6077.89013671875,6077.89013671875,5986613
2024-12-11 10:41:00-05:00,6077.919921875,6078.02001953125,6077.0498046875,6077.0498046875,6077.0498046875,6582545
2024-12-11 10:42:00-05:00,6077.06005859375,6077.06005859375,6076.2099609375,6076.580078125,6076.580078125,5040562
2024-12-11 10:43:00-05:00,6076.509765625,6076.5498046875,6074.39990234375,6075.31005859375,6075.31005859375,5396886
2024-12-11 10:44:00-05:00,6075.35986328125,6076.68994140625,6075.06982421875,6076.66015625,6076.66015625,4574810
2024-12-11 10:45:00-05:00,6076.77001953125,6078.509765625,6076.56982421875,6078.47021484375,6078.47021484375,6399310
2024-12-11 10:46:00-05:00,6078.5,6078.64990234375,6077.18017578125,6077.22021484375,6077.22021484375,4956504
2024-12-11 10:47:00-05:00,6077.14013671875,6078.31005859375,6076.669921875,6077.990234375,6077.990234375,5538873
2024-12-11 10:48:00-05:00,6077.93017578125,6078.669921875,6077.7998046875,6078.58984375,6078.58984375,5311880
2024-12-11 10:49:00-05:00,6078.5,6078.7900390625,6077.89990234375,6078.10986328125,6078.10986328125,4337931
2024-12-11 10:50:00-05:00,6078.08984375,6079.06005859375,6078.08984375,6078.81982421875,6078.81982421875,4900925
2024-12-11 10:51:00-05:00,6078.93994140625,6079.5,6078.72021484375,6078.89990234375,6078.89990234375,4758532
2024-12-11 10:52:00-05:00,6079.02001953125,6079.08984375,6076.18994140625,6076.18994140625,6076.18994140625,5465170
2024-12-11 10:53:00-05:00,6076.22021484375,6077.0498046875,6075.68994140625,6075.68994140625,6075.68994140625,4621983
2024-12-11 10:54:00-05:00,6075.6201171875,6075.990234375,6074.490234375,6075.7001953125,6075.7001953125,4572695
2024-12-11 10:55:00-05:00,6075.740234375,6075.740234375,6074.39013671875,6074.7998046875,6074.7998046875,4363657
2024-12-11 10:56:00-05:00,6074.740234375,6074.919921875,6073.7099609375,6074.60009765625,6074.60009765625,4550558
2024-12-11 10:57:00-05:00,6074.72021484375,6075.02978515625,6074.169921875,6074.41015625,6074.41015625,3026980
2024-12-11 10:59:00-05:00,6074.81982421875,6077.02978515625,6074.81982421875,6076.509765625,6076.509765625,12043513
2024-12-11 11:00:00-05:00,6076.31982421875,6076.60986328125,6074.43994140625,6074.77978515625,6074.77978515625,5530524
2024-12-11 11:01:00-05:00,6074.830078125,6075.0400390625,6074.10009765625,6074.35009765625,6074.35009765625,4802463
2024-12-11 11:02:00-05:00,6074.490234375,6075.89013671875,6074.35009765625,6075.7998046875,6075.7998046875,5149257
2024-12-11 11:03:00-05:00,6075.7099609375,6075.91015625,6075.009765625,6075.3798828125,6075.3798828125,4126351
2024-12-11 11:04:00-05:00,6075.3798828125,6076.0,6074.7001953125,6074.93017578125,6074.93017578125,4567694
2024-12-11 11:05:00-05:00,6074.91015625,6076.240234375,6074.509765625,6076.240234375,6076.240234375,6554219
2024-12-11 11:06:00-05:00,6076.18994140625,6078.22021484375,6076.169921875,6077.81982421875,6077.81982421875,5103542
2024-12-11 11:07:00-05:00,6077.97998046875,6078.3798828125,6076.5,6076.6298828125,6076.6298828125,5542495
2024-12-11 11:08:00-05:00,6076.740234375,6076.759765625,6075.7998046875,6076.72998046875,6076.72998046875,5352742
2024-12-11 11:09:00-05:00,6076.7099609375,6077.18017578125,6076.009765625,6076.60986328125,6076.60986328125,4531234
2024-12-11 11:10:00-05:00,6076.39013671875,6077.97021484375,6076.2099609375,6077.75,6077.75,4839928
2024-12-11 11:11:00-05:00,6077.7099609375,6078.5498046875,6076.990234375,6078.5498046875,6078.5498046875,4800480
2024-12-11 11:12:00-05:00,6078.47021484375,6078.72021484375,6077.259765625,6077.8798828125,6077.8798828125,4990579
2024-12-11 11:13:00-05:00,6077.830078125,6077.89013671875,6076.56982421875,6077.64990234375,6077.64990234375,4946600
2024-12-11 11:14:00-05:00,6077.68017578125,6079.02001953125,6077.68017578125,6078.77978515625,6078.77978515625,4944270
2024-12-11 11:15:00-05:00,6078.81982421875,6078.93994140625,6077.97021484375,6078.08984375,6078.08984375,4963275
2024-12-11 11:16:00-05:00,6078.16015625,6078.490234375,6076.83984375,6076.97021484375,6076.97021484375,5024268
2024-12-11 11:17:00-05:00,6077.02001953125,6077.41015625,6076.66015625,6077.02001953125,6077.02001953125,4810249
2024-12-11 11:18:00-05:00,6076.93994140625,6077.85986328125,6076.93994140625,6077.419921875,6077.419921875,4133117
2024-12-11 11:19:00-05:00,6077.39990234375,6078.10009765625,6076.759765625,6077.7900390625,6077.7900390625,4892858
2024-12-11 11:20:00-05:00,6078.1201171875,6078.52001953125,6077.7001953125,6078.3798828125,6078.3798828125,4489214
2024-12-11 11:21:00-05:00,6078.259765625,6078.4501953125,6078.0498046875,6078.06005859375,6078.06005859375,4224876
2024-12-11 11:22:00-05:00,6077.85986328125,6078.56005859375,6077.490234375,6078.02978515625,6078.02978515625,5320918
2024-12-11 11:23:00-05:00,6078.080078125,6079.35986328125,6078.0,6079.35986328125,6079.35986328125,4386202
2024-12-11 11:24:00-05:00,6079.41015625,6080.580078125,6079.2001953125,6080.580078125,6080.580078125,4760536
2024-12-11 11:25:00-05:00,6080.509765625,6081.3798828125,6080.4501953125,6081.3701171875,6081.3701171875,4244334
2024-12-11 11:26:00-05:00,6081.22021484375,6082.9501953125,6080.740234375,6082.9501953125,6082.9501953125,4170363
2024-12-11 11:27:00-05:00,6083.02001953125,6083.02001953125,6081.919921875,6082.6201171875,6082.6201171875,4630242
2024-12-11 11:28:00-05:00,6082.66015625,6083.64990234375,6082.5400390625,6083.52001953125,6083.52001953125,5631869
2024-12-11 11:29:00-05:00,6083.4599609375,6084.02978515625,6083.0400390625,6083.81982421875,6083.81982421875,4850706
2024-12-11 11:30:00-05:00,6083.759765625,6083.89990234375,6082.990234375,6083.3798828125,6083.3798828125,3713327
2024-12-11 11:31:00-05:00,6083.47021484375,6084.1201171875,6083.1298828125,6084.009765625,6084.009765625,4631257
2024-12-11 11:32:00-05:00,6083.990234375,6084.080078125,6082.97998046875,6083.64990234375,6083.64990234375,4549896
2024-12-11 11:33:00-05:00,6083.66015625,6083.66015625,6082.89013671875,6083.22021484375,6083.22021484375,3650485
2024-12-11 11:34:00-05:00,6083.14990234375,6083.68994140625,6083.0498046875,6083.39013671875,6083.39013671875,4059092
2024-12-11 11:35:00-05:00,6083.3798828125,6085.4599609375,6083.35986328125,6085.4599609375,6085.4599609375,3800246
2024-12-11 11:36:00-05:00,6085.35986328125,6085.41015625,6084.58984375,6084.81982421875,6084.81982421875,5264168
2024-12-11 11:37:00-05:00,6084.89013671875,6084.97021484375,6084.1201171875,6084.330078125,6084.330078125,3909249
2024-12-11 11:38:00-05:00,6084.39013671875,6085.2099609375,6084.39013671875,6085.08984375,6085.08984375,4077123
2024-12-11 11:39:00-05:00,6085.18017578125,6086.52001953125,6085.18017578125,6086.52001953125,6086.52001953125,5489672
2024-12-11 11:40:00-05:00,6086.509765625,6086.72021484375,6085.22021484375,6085.43994140625,6085.43994140625,4861023
2024-12-11 11:41:00-05:00,6085.330078125,6086.0400390625,6084.669921875,6085.9599609375,6085.9599609375,4650004
2024-12-11 11:42:00-05:00,6085.9501953125,6086.10009765625,6085.330078125,6085.669921875,6085.669921875,3889521
2024-12-11 11:43:00-05:00,6085.7001953125,6087.35986328125,6085.5400390625,6087.2900390625,6087.2900390625,4292260
2024-12-11 11:44:00-05:00,6087.3701171875,6087.419921875,6086.7998046875,6087.330078125,6087.330078125,3987402
2024-12-11 11:45:00-05:00,6087.3798828125,6087.6201171875,6086.91015625,6086.97998046875,6086.97998046875,3907274
2024-12-11 11:46:00-05:00,6086.97998046875,6087.330078125,6086.66015625,6086.7099609375,6086.7099609375,3951783
2024-12-11 11:47:00-05:00,6086.83984375,6086.85009765625,6085.72021484375,6086.330078125,6086.330078125,3126371
2024-12-11 11:48:00-05:00,6086.35009765625,6087.2099609375,6086.259765625,6086.77001953125,6086.77001953125,4002176
2024-12-11 11:49:00-05:00,6086.72021484375,6086.990234375,6086.509765625,6086.83984375,6086.83984375,3564920
2024-12-11 11:50:00-05:00,6086.89990234375,6087.22998046875,6085.64013671875,6085.93017578125,6085.93017578125,4436016
2024-12-11 11:51:00-05:00,6085.93994140625,6086.2998046875,6085.2900390625,6085.93994140625,6085.93994140625,4225990
2024-12-11 11:52:00-05:00,6086.009765625,6086.169921875,6084.81005859375,6084.9501953125,6084.9501953125,3653426
2024-12-11 11:53:00-05:00,6084.9501953125,6085.8798828125,6084.68994140625,6084.91015625,6084.91015625,4004463
2024-12-11 11:54:00-05:00,6084.85009765625,6085.490234375,6084.72998046875,6085.490234375,6085.490234375,3861493
2024-12-11 11:55:00-05:00,6085.490234375,6085.580078125,6084.39013671875,6084.39013671875,6084.39013671875,4227364
2024-12-11 11:56:00-05:00,6084.3798828125,6085.35009765625,6084.330078125,6084.580078125,6084.580078125,3395310
2024-12-11 11:57:00-05:00,6084.75,6084.9599609375,6084.1298828125,6084.169921875,6084.169921875,3217226
2024-12-11 11:58:00-05:00,6084.1201171875,6085.7900390625,6084.009765625,6085.5,6085.5,3932013
2024-12-11 11:59:00-05:00,6085.47998046875,6086.41015625,6085.06982421875,6086.41015625,6086.41015625,3886425
2024-12-11 12:00:00-05:00,6086.43017578125,6087.52978515625,6086.06982421875,6087.52978515625,6087.52978515625,4034395
2024-12-11 12:01:00-05:00,6087.64013671875,6088.330078125,6087.60986328125,6087.8798828125,6087.8798828125,3647388
2024-12-11 12:02:00-05:00,6087.9599609375,6087.9599609375,6086.830078125,6087.60986328125,6087.60986328125,4332647
2024-12-11 12:03:00-05:00,6087.6298828125,6088.75,6087.52001953125,6088.75,6088.75,3608000
2024-12-11 12:04:00-05:00,6088.81982421875,6089.91015625,6088.6298828125,6089.1298828125,6089.1298828125,3967000
2024-12-11 12:05:00-05:00,6089.1201171875,6089.27001953125,6088.52978515625,6088.52978515625,6088.52978515625,3959000
2024-12-11 12:06:00-05:00,6088.60009765625,6089.240234375,6088.169921875,6089.2099609375,6089.2099609375,3337000
2024-12-11 12:07:00-05:00,6089.35009765625,6089.6201171875,6088.740234375,6089.18994140625,6089.18994140625,4208000
2024-12-11 12:08:00-05:00,6089.22021484375,6089.39990234375,6088.97998046875,6089.31982421875,6089.31982421875,3226000
2024-12-11 12:09:00-05:00,6089.41015625,6089.83984375,6089.14013671875,6089.14013671875,6089.14013671875,3810000
2024-12-11 12:10:00-05:00,6088.8701171875,6089.35009765625,6088.8701171875,6089.35009765625,6089.35009765625,756000
2024-12-11 12:11:00-05:00,6090.27978515625,6090.4501953125,6089.759765625,6090.2099609375,6090.2099609375,6487000
2024-12-11 12:12:00-05:00,6090.169921875,6090.580078125,6089.68994140625,6089.919921875,6089.919921875,4177000
2024-12-11 12:13:00-05:00,6089.89013671875,6089.9501953125,6088.89013671875,6089.06005859375,6089.06005859375,3463000
2024-12-11 12:14:00-05:00,6088.83984375,6089.1201171875,6088.7099609375,6088.81005859375,6088.81005859375,4204000
2024-12-11 12:15:00-05:00,6088.81005859375,6088.93994140625,6088.43017578125,6088.740234375,6088.740234375,4028000
2024-12-11 12:16:00-05:00,6088.7099609375,6089.72998046875,6088.6201171875,6089.4599609375,6089.4599609375,3874000
2024-12-11 12:17:00-05:00,6089.39013671875,6089.41015625,6088.830078125,6089.10986328125,6089.10986328125,3738000
2024-12-11 12:18:00-05:00,6089.0400390625,6089.14990234375,6088.509765625,6088.64013671875,6088.64013671875,3663000
2024-12-11 12:19:00-05:00,6088.7099609375,6088.77001953125,6087.830078125,6088.4501953125,6088.4501953125,3840000
2024-12-11 12:20:00-05:00,6088.47021484375,6088.47021484375,6087.83984375,6087.83984375,6087.83984375,4079000
2024-12-11 12:21:00-05:00,6087.77001953125,6088.02001953125,6086.66015625,6088.02001953125,6088.02001953125,3715000
2024-12-11 12:22:00-05:00,6088.009765625,6088.02001953125,6086.39990234375,6087.31982421875,6087.31982421875,3912000
2024-12-11 12:23:00-05:00,6087.2099609375,6088.169921875,6087.0,6088.0,6088.0,3070000
2024-12-11 12:24:00-05:00,6087.93017578125,6088.33984375,6087.56005859375,6088.33984375,6088.33984375,3216000
2024-12-11 12:25:00-05:00,6088.39013671875,6088.43017578125,6087.10986328125,6087.10986328125,6087.10986328125,3381000
2024-12-11 12:26:00-05:00,6087.259765625,6087.89013671875,6086.7900390625,6087.6201171875,6087.6201171875,3383000
2024-12-11 12:27:00-05:00,6087.56982421875,6087.64013671875,6086.8798828125,6087.0400390625,6087.0400390625,3506000
2024-12-11 12:28:00-05:00,6086.9599609375,6086.9599609375,6085.7900390625,6085.85986328125,6085.85986328125,4286000
2024-12-11 12:29:00-05:00,6085.919921875,6086.77001953125,6085.77001953125,6086.56982421875,6086.56982421875,3870000
2024-12-11 12:30:00-05:00,6086.509765625,6087.669921875,6086.509765625,6087.02001953125,6087.02001953125,4550000
2024-12-11 12:31:00-05:00,6087.02978515625,6087.02978515625,6085.02001953125,6085.2001953125,6085.2001953125,4209000
2024-12-11 12:32:00-05:00,6085.330078125,6086.2001953125,6085.330078125,6086.009765625,6086.009765625,3119000
2024-12-11 12:33:00-05:00,6086.0,6087.52978515625,6086.0,6087.330078125,6087.330078125,3344000
2024-12-11 12:34:00-05:00,6087.25,6087.35986328125,6086.169921875,6086.7001953125,6086.7001953125,3311000
2024-12-11 12:35:00-05:00,6086.72021484375,6086.91015625,6086.2099609375,6086.43994140625,6086.43994140625,3336000
2024-12-11 12:36:00-05:00,6086.509765625,6086.509765625,6085.56982421875,6085.830078125,6085.830078125,3405000
2024-12-11 12:37:00-05:00,6085.7900390625,6086.4599609375,6085.56005859375,6086.2001953125,6086.2001953125,2766000
2024-12-11 12:38:00-05:00,6086.240234375,6086.81005859375,6086.080078125,6086.39013671875,6086.39013671875,3383000
2024-12-11 12:39:00-05:00,6086.39990234375,6087.4599609375,6085.66015625,6087.4599609375,6087.4599609375,3953000
2024-12-11 12:40:00-05:00,6087.5400390625,6088.2998046875,6087.0498046875,6088.2998046875,6088.2998046875,4128000
2024-12-11 12:41:00-05:00,6088.330078125,6088.97021484375,6088.330078125,6088.97021484375,6088.97021484375,3669000
2024-12-11 12:42:00-05:00,6089.08984375,6089.2998046875,6088.830078125,6089.10009765625,6089.10009765625,3236000
2024-12-11 12:43:00-05:00,6089.02978515625,6089.02978515625,6088.490234375,6088.7099609375,6088.7099609375,3156000
2024-12-11 12:44:00-05:00,6088.68994140625,6089.330078125,6088.64013671875,6089.18017578125,6089.18017578125,3518000
2024-12-11 12:45:00-05:00,6089.14013671875,6089.3701171875,6088.64990234375,6088.91015625,6088.91015625,3219000
2024-12-11 12:46:00-05:00,6088.89013671875,6089.5,6088.77978515625,6089.08984375,6089.08984375,2969000
2024-12-11 12:47:00-05:00,6089.080078125,6089.14990234375,6088.5498046875,6088.990234375,6088.990234375,2968000
2024-12-11 12:48:00-05:00,6089.06982421875,6089.5400390625,6088.89013671875,6089.5400390625,6089.5400390625,3696000
2024-12-11 12:49:00-05:00,6089.60986328125,6089.77978515625,6088.89013671875,6089.18017578125,6089.18017578125,3109000
2024-12-11 12:50:00-05:00,6089.16015625,6089.81982421875,6088.0,6088.1298828125,6088.1298828125,3370000
2024-12-11 12:51:00-05:00,6088.10986328125,6088.60986328125,6087.93017578125,6088.56005859375,6088.56005859375,3215000
2024-12-11 12:52:00-05:00,6088.60009765625,6088.60009765625,6087.85009765625,6087.8798828125,6087.8798828125,2997000
2024-12-11 12:53:00-05:00,6087.97998046875,6089.16015625,6087.89990234375,6089.0400390625,6089.0400390625,2698000
2024-12-11 12:54:00-05:00,6089.0498046875,6089.33984375,6088.4501953125,6088.89990234375,6088.89990234375,3135000
2024-12-11 12:55:00-05:00,6088.830078125,6088.830078125,6087.89013671875,6088.1201171875,6088.1201171875,2579000
2024-12-11 12:56:00-05:00,6088.02978515625,6088.10986328125,6087.5498046875,6087.72998046875,6087.72998046875,2645000
2024-12-11 12:57:00-05:00,6087.669921875,6088.66015625,6087.4501953125,6088.58984375,6088.58984375,3031000
2024-12-11 12:58:00-05:00,6088.68017578125,6089.89990234375,6088.490234375,6089.759765625,6089.759765625,3227000
2024-12-11 12:59:00-05:00,6089.7099609375,6090.2900390625,6089.10009765625,6090.2900390625,6090.2900390625,3054000
2024-12-11 13:00:00-05:00,6090.18017578125,6091.1201171875,6090.06982421875,6090.68017578125,6090.68017578125,3674000
2024-12-11 13:01:00-05:00,6090.7001953125,6091.10986328125,6090.5,6090.6201171875,6090.6201171875,3552000
2024-12-11 13:02:00-05:00,6090.740234375,6092.47998046875,6090.68017578125,6091.8701171875,6091.8701171875,3884000
2024-12-11 13:03:00-05:00,6091.97021484375,6092.58984375,6091.85986328125,6092.35986328125,6092.35986328125,2952000
2024-12-11 13:04:00-05:00,6092.39013671875,6092.4501953125,6091.52001953125,6091.52978515625,6091.52978515625,3140000
2024-12-11 13:05:00-05:00,6091.5498046875,6091.6201171875,6090.22021484375,6090.580078125,6090.580078125,3522000
2024-12-11 13:06:00-05:00,6090.7001953125,6090.7001953125,6090.02001953125,6090.39013671875,6090.39013671875,4037000
2024-12-11 13:07:00-05:00,6090.3701171875,6090.68994140625,6089.72998046875,6089.919921875,6089.919921875,3383000
2024-12-11 13:08:00-05:00,6090.009765625,6090.93017578125,6089.81982421875,6090.6201171875,6090.6201171875,3180000
2024-12-11 13:09:00-05:00,6090.66015625,6090.72021484375,6090.1201171875,6090.490234375,6090.490234375,3431000
2024-12-11 13:10:00-05:00,6090.490234375,6090.68994140625,6089.47998046875,6089.5498046875,6089.5498046875,3516000
2024-12-11 13:11:00-05:00,6089.580078125,6090.52001953125,6089.490234375,6090.259765625,6090.259765625,3722000
2024-12-11 13:12:00-05:00,6090.27001953125,6090.35009765625,6088.9501953125,6088.9501953125,6088.9501953125,3652000
2024-12-11 13:13:00-05:00,6089.0,6089.39013671875,6088.52001953125,6089.3701171875,6089.3701171875,3477000
2024-12-11 13:14:00-05:00,6089.43017578125,6089.759765625,6089.18017578125,6089.56982421875,6089.56982421875,3745000
2024-12-11 13:15:00-05:00,6089.64990234375,6089.7900390625,6088.7998046875,6088.7998046875,6088.7998046875,3905000
2024-12-11 13:16:00-05:00,6088.77978515625,6089.72021484375,6088.5498046875,6088.66015625,6088.66015625,4856000
2024-12-11 13:17:00-05:00,6088.77001953125,6089.39990234375,6088.68994140625,6089.25,6089.25,3261000
2024-12-11 13:18:00-05:00,6089.259765625,6089.7998046875,6089.0400390625,6089.66015625,6089.66015625,5442000
2024-12-11 13:19:00-05:00,6089.72998046875,6090.31005859375,6089.41015625,6090.2998046875,6090.2998046875,4153000
2024-12-11 13:20:00-05:00,6090.35009765625,6090.47021484375,6088.68017578125,6088.68017578125,6088.68017578125,3825000
2024-12-11 13:21:00-05:00,6088.7998046875,6089.10986328125,6088.509765625,6089.10986328125,6089.10986328125,3926000
2024-12-11 13:22:00-05:00,6089.06982421875,6090.14013671875,6088.77978515625,6089.7900390625,6089.7900390625,3520000
2024-12-11 13:23:00-05:00,6089.56005859375,6090.31005859375,6089.5400390625,6090.31005859375,6090.31005859375,3523000
2024-12-11 13:24:00-05:00,6090.31005859375,6090.47998046875,6090.06005859375,6090.330078125,6090.330078125,2997000
2024-12-11 13:25:00-05:00,6090.2900390625,6090.68017578125,6089.91015625,6090.64013671875,6090.64013671875,2823000
