contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
SPY250122P00570000,2025-01-21 20:47:55+00:00,570.0,0.01,0.0,0.0,0.0,0.0,234.0,0.0,0.2500075,False,REGULAR,USD
SPY250122P00571000,2025-01-21 21:03:11+00:00,571.0,0.01,0.0,0.0,0.0,0.0,62.0,0.0,0.2500075,False,REGULAR,USD
SPY250122P00572000,2025-01-21 20:55:26+00:00,572.0,0.01,0.0,0.0,0.0,0.0,308.0,0.0,0.2500075,False,REGULAR,USD
SPY250122P00573000,2025-01-21 20:03:31+00:00,573.0,0.01,0.0,0.0,0.0,0.0,745.0,0.0,0.2500075,False,REGULAR,USD
SPY250122P00574000,2025-01-21 19:24:43+00:00,574.0,0.01,0.0,0.0,0.0,0.0,294.0,0.0,0.2500075,False,REGULAR,USD
SPY250122P00575000,2025-01-21 20:19:12+00:00,575.0,0.01,0.0,0.0,0.0,0.0,263.0,0.0,0.2500075,False,REGULAR,USD
SPY250122P00576000,2025-01-21 20:19:12+00:00,576.0,0.01,0.0,0.0,0.0,0.0,299.0,0.0,0.2500075,False,REGULAR,USD
SPY250122P00577000,2025-01-21 21:14:41+00:00,577.0,0.01,0.0,0.0,0.0,0.0,1360.0,0.0,0.2500075,False,REGULAR,USD
SPY250122P00578000,2025-01-21 21:14:41+00:00,578.0,0.01,0.0,0.0,0.0,0.0,664.0,0.0,0.12500875,False,REGULAR,USD
SPY250122P00579000,2025-01-21 21:06:49+00:00,579.0,0.01,0.0,0.0,0.0,0.0,453.0,0.0,0.12500875,False,REGULAR,USD
SPY250122P00580000,2025-01-21 21:14:09+00:00,580.0,0.02,0.0,0.0,0.0,0.0,2659.0,0.0,0.12500875,False,REGULAR,USD
SPY250122P00581000,2025-01-21 20:59:13+00:00,581.0,0.02,0.0,0.0,0.0,0.0,1241.0,0.0,0.12500875,False,REGULAR,USD
SPY250122P00582000,2025-01-21 21:13:59+00:00,582.0,0.02,0.0,0.0,0.0,0.0,634.0,0.0,0.12500875,False,REGULAR,USD
SPY250122P00583000,2025-01-21 21:13:37+00:00,583.0,0.03,0.0,0.0,0.0,0.0,1632.0,0.0,0.12500875,False,REGULAR,USD
SPY250122P00584000,2025-01-21 21:13:16+00:00,584.0,0.02,0.0,0.0,0.0,0.0,2100.0,0.0,0.12500875,False,REGULAR,USD
SPY250122P00585000,2025-01-21 21:13:17+00:00,585.0,0.02,0.0,0.0,0.0,0.0,6498.0,0.0,0.12500875,False,REGULAR,USD
SPY250122P00586000,2025-01-21 21:13:30+00:00,586.0,0.03,0.0,0.0,0.0,0.0,4287.0,0.0,0.12500875,False,REGULAR,USD
SPY250122P00587000,2025-01-21 21:12:02+00:00,587.0,0.03,0.0,0.0,0.0,0.0,8035.0,0.0,0.12500875,False,REGULAR,USD
