Date,Open,High,Low,Close,SP500_Adj_Close,move,Volume,volatility,volatility_forcast,returns,GARCH_VM
0.0001273723092599669,0.04765895277380123,0.0029275060895612923,0.0015196426061767493,0.0005813568272824629,0.04824030960108369,1,0.06979448944880073,0.06681710339552574,0.21146698264060496,0.5843102998742079,0.047214791132827304
0.0005094892370398676,0.047567679408946656,0.0014136526472131108,0.0027598357837838178,0.004917507844460767,0.05248518725340742,0,0.09728057973939114,0.21146698264060496,0.09115983311046646,0.6218775652516481,0.03772938175900761
0.0006368615462998344,0.0518035662474971,0.00302106359947215,0.000884214399573674,0.0005822844921490114,0.05122128175534809,0,0.10712728465175277,0.09115983311046646,0.12858923637025654,0.5741530575051651,0.03190018876433826
0.0007642338555598013,0.05054233774978756,0.00339185681748861,0.00027102358814528466,0.0020234779172688955,0.04851885983251866,1,0.10013639443035055,0.12858923637025654,0.16476244583372637,0.5616906885239847,0.025632909656357807
0.0008916061648197682,0.04784563966030153,0.0004190899215906485,0.002760771878837262,0.004340201887984035,0.052185841548285566,0,0.10848762540359778,0.16476244583372637,0.13309014718565682,0.6168710514085773,0.021176366771367746
0.0010189784740797351,0.051506930976977235,0.0022936375984654797,0.0007083748174189428,0.0006789105713083318,0.052185841548285566,0,0.10173997491928044,0.13309014718565682,0.11113351994550566,0.5851027111920707,0.018211197480584532
0.0014010954018596356,0.05150485456806669,0.0018442108224316078,0.0016241753135921577,0.0004086665093575928,0.05191352107742428,1,0.0937130635954797,0.11113351994550566,0.08199241174119887,0.5827435040738449,0.014525689690268916
0.0015284677111196026,0.05123311088241352,0.002274570448281034,0.001827230261656286,0.0018029470732901648,0.05303605795570369,0,0.09219056301891145,0.08199241174119887,0.13957206366152478,0.5948276392715928,0.011584526666089457
0.0016558400203795696,0.05235327018450514,0.003202107045740546,0.0003377676941223595,0.002111101247304327,0.050242168937200814,0,0.09693824233164207,0.13957206366152478,0.122624188469404,0.560898277206122,0.009347428541221578
0.0017832123296395363,0.049565298730164534,0.001772771611294556,0.0014677909353665378,7.564934413469698e-05,0.04948964938602984,0,0.10617234346171586,0.122624188469404,0.13953691142386085,0.5785833721349974,0.008197084714093136
0.0019105846388995033,0.04881437304428238,0.003389115507802104,0.0004787296122830756,0.00198971626602628,0.0468246567782561,0,0.09028068063883764,0.13953691142386085,0.169225734163667,0.562014951721057,0.006569709769951989
0.002420073875939371,0.04615502499312633,0.0025109017477652,0.00019214742563703618,0.0022739364298857284,0.0438810885632406,0,0.08820863843404059,0.169225734163667,0.1083900484637608,0.5596015541770156,0.0059061846757126465
0.0025474461851993377,0.04321769136855554,0.0029411661678729745,0.0006679838943916619,0.0012615607588718422,0.0419561306096837,1,0.10853266979935425,0.1083900484637608,0.12112575707625407,0.5684261297659545,0.005527968243693519
0.0026748184944593045,0.041296810549818395,0.0009146576210937035,0.002432762030033911,0.0025260786004864186,0.043822889150304814,0,0.12508648523985239,0.12112575707625407,0.26972319303920006,0.6012750908266711,0.004741026546418524
