Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03 00:00:00-05:00,12.26384449005127,12.41714254617691,12.00834772984187,12.26384449005127,432200,0.0,0.0
2000-01-04 00:00:00-05:00,12.161647738832416,12.21274709907961,11.70175349660766,11.80395221710205,568400,0.0,0.0
2000-01-05 00:00:00-05:00,12.059449863024536,12.059449863024536,11.70175431623991,11.90615177154541,490800,0.0,0.0
2000-01-06 00:00:00-05:00,11.752853680066284,11.90615177154541,11.70175431623991,11.90615177154541,561900,0.0,0.0
2000-01-07 00:00:00-05:00,11.803951457395392,12.0594482421875,11.701752743478549,12.0594482421875,266600,0.0,0.0
2000-01-10 00:00:00-05:00,11.906149334377712,12.059447394476996,11.855049981011284,11.95724868774414,470000,0.0,0.0
2000-01-11 00:00:00-05:00,11.855050814353813,12.212746313062764,11.855050814353813,12.0594482421875,277900,0.0,0.0
2000-01-12 00:00:00-05:00,12.059446633380391,12.110545983521835,11.446254431683084,11.752850532531738,432300,0.0,0.0
2000-01-13 00:00:00-05:00,11.650649623710567,12.212742368714148,11.650649623710567,12.161643028259277,477500,0.0,0.0
2000-01-14 00:00:00-05:00,12.21274545457628,12.21274545457628,11.906149334377712,11.95724868774414,274400,0.0,0.0
2000-01-18 00:00:00-05:00,12.059449018338025,12.059449018338025,11.70175349660766,11.80395221710205,520300,0.0,0.0
2000-01-19 00:00:00-05:00,11.7017522401977,11.906149659240455,11.599553530676324,11.650652885437012,660200,0.0,0.0
2000-01-20 00:00:00-05:00,11.701752025505593,11.957248794621435,11.701752025505593,11.855050086975098,556000,0.0,0.0
2000-01-21 00:00:00-05:00,11.855051577349245,12.059449018338025,11.752852856854856,11.80395221710205,1097200,0.0,0.0
2000-01-24 00:00:00-05:00,11.855049981011284,12.110546747843424,11.803950627644857,11.95724868774414,658900,0.0,0.0
2000-01-25 00:00:00-05:00,11.906150171312236,12.570441811771717,11.855050814353813,12.0594482421875,878400,0.0,0.0
2000-01-26 00:00:00-05:00,12.0594470931823,13.183632839156921,12.008347741092544,12.723738670349121,1525400,0.0,0.0
2000-01-27 00:00:00-05:00,13.285830309896758,13.899022478045838,13.234730962551001,13.490227699279785,1427900,0.0,0.0
2000-01-28 00:00:00-05:00,13.183628962590143,13.43912564791166,12.877032940204327,13.28582763671875,723000,0.0,0.0
2000-01-31 00:00:00-05:00,13.38802617207331,14.563310912369822,13.336926835538678,14.154516220092773,1685700,0.0,0.0
2000-02-01 00:00:00-05:00,14.51221614338905,14.51221614338905,13.950123264595813,14.461116790771484,1874500,0.0,0.0
2000-02-02 00:00:00-05:00,14.30781659462469,14.358915939605494,14.052319869720678,14.205617904663086,750500,0.0,0.0
2000-02-03 00:00:00-05:00,14.256722324683574,14.4100204141963,14.205622961512665,14.35892105102539,629100,0.0,0.0
2000-02-04 00:00:00-05:00,14.307817028414819,14.51221441453503,14.256717681884766,14.256717681884766,841400,0.0,0.0
2000-02-07 00:00:00-05:00,14.205618335354712,14.614413107595135,14.205618335354712,14.256717681884766,778700,0.0,0.0
2000-02-08 00:00:00-05:00,14.307816964608651,14.410015657212998,13.694624808982566,13.796823501586914,684200,0.0,0.0
2000-02-09 00:00:00-05:00,13.694625523405255,13.745724872373186,13.285830731661814,13.541327476501465,482700,0.0,0.0
2000-02-10 00:00:00-05:00,13.336926973783052,13.592423659104567,13.13252962552584,13.28582763671875,320800,0.0,0.0
2000-02-11 00:00:00-05:00,13.490230915158294,13.490230915158294,13.081436038941376,13.183634757995605,314100,0.0,0.0
